key,count,pdf_count,example,first_pdf,first_location,pdfs
feuer_anzuzuenden_oder_zu_unterhalten,225,224,"14.  Feuer anzuzünden oder zu unterhalten,",NSG-7100-008,§ 4,"NSG-7100-008,NSG-7100-017,NSG-7100-042,NSG-7100-068,NSG-7100-096,NSG-7100-097,NSG-7100-098,NSG-7100-102,NSG-7100-103,NSG-7100-104,NSG-7100-106,NSG-7100-107,NSG-7100-108,NSG-7100-109,NSG-7100-110,NSG-7100-111,NSG-7100-113,NSG-7100-114,NSG-7100-115,NSG-7100-116…"
feuer_anzuzuenden_oder_zu_unterhalten_oder_feuerwerkskoerper,1,1,25.  Feuer anzuzünden oder zu unterhalten oder Feuerwerkskörper,NSG-7300-185,§ 4,NSG-7300-185
feuer_anzuzuenden_oder_zu_unterhalten_oder_zu_grillen,47,46,"13.Feuer anzuzünden oder zu unterhalten oder zu grillen,",NSG-7100-079,§ 4,"NSG-7100-079,NSG-7100-088,NSG-7100-099,NSG-7100-105,NSG-7100-108,NSG-7100-114,NSG-7100-148,NSG-7100-162,NSG-7100-163,NSG-7100-181,NSG-7100-182,NSG-7100-183,NSG-7100-184,NSG-7100-185,NSG-7100-206,NSG-7100-209,NSG-7100-210,NSG-7100-212,NSG-7100-214,NSG-7100-216…"
feuer_anzuzuenden_oder_zu_unterhalten_und_veranstaltungen_ir,1,1,27.  Feuer anzuzünden oder zu unterhalten und Veranstaltungen ir-,NSG-7300-183,§ 4,NSG-7300-183
feuer_anzuzuenden_sowie_die_wasserflaechen_mit_motorbooten_mit,1,1,"Feuer anzuzünden sowie die Wasserflächen mit Motorbooten, mit",NSG-7300-052,§ 4,NSG-7300-052
feuer_anzuzuenden_zu_unterhalten_oder_zu_grillen,3,3,"13.Feuer anzuzünden, zu unterhalten oder zu grillen,",NSG-7100-136,§ 4,"NSG-7100-136,NSG-7100-144,NSG-7100-152"
feuer_entzuendet_oder_unterhaelt,1,1,12.Feuer entzündet oder unterhält;,NSG-7300-045,§ 7,NSG-7300-045
feuer_zu_entzuenden_oder_zu_unterhalten,1,1,12.Feuer zu entzünden oder zu unterhalten;,NSG-7300-045,§ 4,NSG-7300-045
feuerloeschfahrzeuge_gemaess_genehmigung_durch_die,1,1,Feuerlöschfahrzeuge gemäß Genehmigung durch die,NSG-7300-218,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-218
feuerloeschzwecke_ausserdem_fuer_herstellung_und_benutzung_einer,1,1,"Feuerlöschzwecke, außerdem für Herstellung und Benutzung einer",NSG-7300-218,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-218
feuerwehr_muenster_sarmsheim_auf_den_flurstuecken_nr_131_6,1,1,"Feuerwehr Münster-Sarmsheim auf den Flurstücken Nr. 131/6,",NSG-7100-111,§ 6,NSG-7100-111
filmen,3,3,filmen;,NSG-7100-047,§ 3,"NSG-7100-047,NSG-7100-048,NSG-7100-108"
filmen_an_der_brutstelle_tonaufnahmen_herzustellen_oder_das,1,1,"filmen,  an  der  Brutstelle  Tonaufnahmen  herzustellen  oder  das",NSG-7100-113,§ 4,NSG-7100-113
filmen_dort,1,1,"filmen,  dort",NSG-7300-208,§ 4,NSG-7300-208
filmen_dort_tonaufnahmen_herzustellen_oder_den_brutablauf_oder,3,3,"filmen, dort Tonaufnahmen herzustellen oder den Brutablauf oder",NSG-7300-106,§ 4,"NSG-7300-106,NSG-7300-107,NSG-7300-211"
filmen_oder_aehnliche_handlungen_stoert,1,1,"Filmen oder ähnliche Handlungen stört,",NSG-7100-234,§ 6,NSG-7100-234
filmen_tonaufnahmen_oder_aehnliche_handlungen_zu_stoeren,1,1,"Filmen, Tonaufnahmen oder ähnliche Handlungen zu stören;",NSG-7300-073,§ 4,NSG-7300-073
filmen_tonaufnahmen_oder_aehnlichen_handlungen_stoert,2,1,"Filmen, Tonaufnahmen oder ähnlichen Handlungen stört;",NSG-7300-004,§ 6,NSG-7300-004
filmt,2,2,filmt;,NSG-7100-065,§ 5,"NSG-7100-065,NSG-7100-066"
filmt_dort_tonaufnahmen_herstellt_oder_den_brutablauf_oder,4,4,"filmt, dort Tonaufnahmen herstellt oder den Brutablauf oder",NSG-7300-094,"§ 4 Nr. 4 wildlebenden Tieren nachstellt, sie beunruhigt, Vor-","NSG-7300-094,NSG-7300-126,NSG-7300-179,NSG-7300-180"
filmt_oder_durch_aehnliche_handlungen_stoert,2,2,"filmt oder durch ähnliche Handlungen stört,",NSG-7100-260,§ 7,"NSG-7100-260,NSG-7100-264"
filmt_sofern_dies_nicht_von_dem_vogelbeobachtungsstand_des,1,1,"filmt, sofern dies nicht von dem Vogelbeobachtungsstand des",NSG-7100-067,§ 5,NSG-7100-067
finsterbachtals_talaufwaerts_fuehrt_dann_im_seitental_des_kniefins,1,1,"finsterbachtals talaufwärts führt, dann im Seitental des Kniefins-",NSG-7300-164,§ 2,NSG-7300-164
finthen_roemerquelle_soweit_diese_planfestgestellt_werden,1,1,"Finthen-Römerquelle, soweit diese planfestgestellt werden.",NSG-7300-181,§ 5,NSG-7300-181
fisch_und_insektengesellschaften_und_des_vorkommens_seltener_in,1,1,"Fisch- und Insektengesellschaften und des Vorkommens seltener, in",NSG-7100-270,§ 3,NSG-7100-270
fischarten,1,1,"Fischarten,",NSG-7100-239,§ 5,NSG-7100-239
fischbach_in_der_verbandsgemeinde_dahn_im_landkreis_pirma,1,1,Fischbach in der Verbandsgemeinde Dahn im Landkreis Pirma-,NSG-7300-061,§ 2,NSG-7300-061
fischbesatzmassnahmen_durchzufuehren,10,10,"21.Fischbesatzmaßnahmen durchzuführen,",NSG-7100-088,§ 4,"NSG-7100-088,NSG-7100-114,NSG-7100-162,NSG-7100-224,NSG-7100-232,NSG-7100-233,NSG-7100-235,NSG-7100-239,NSG-7100-245,NSG-7100-265"
fischbesatzmassnahmen_in_den_fliessgewaessern,1,1,"Fischbesatzmaßnahmen in den Fließgewässern,",NSG-7100-269,§ 6,NSG-7100-269
fischbesatzmassnahmen_mit_ausschliesslich_heimischen_gewaessertypischen,1,1,"Fischbesatzmaßnahmen mit ausschließlich heimischen, gewässertypischen",NSG-7100-239,§ 5,NSG-7100-239
fische,1,1,Fische,NSG-7100-122,§ 5,NSG-7100-122
fische_einsetzt_oder_angelsportveranstaltungen_durchfuehrt,1,1,Fische einsetzt oder Angelsportveranstaltungen durchführt;,NSG-7100-121,§ 4 Abs. 1 Nr. 11 Bild- oder Schrifttafeln anbringt;,NSG-7100-121
fische_einzusetzen_fischnahrung_einzubringen_das_gewaesser_zu,1,1,"Fische einzusetzen, Fischnahrung einzubringen, das Gewässer zu",NSG-7300-189,§ 4,NSG-7300-189
fische_einzusetzen_zu_angeln_sowie_angelstege_anzulegen,4,4,"15. Fische einzusetzen, zu angeln sowie Angelstege anzulegen;",NSG-7100-140,§ 4,"NSG-7100-140,NSG-7100-179,NSG-7100-188,NSG-7100-217"
fische_oder_fischnahrung_einzubringen_gewaesser_zu_duengen,4,4,"12.  Fische oder Fischnahrung einzubringen, Gewässer zu düngen",NSG-7300-194,§ 4,"NSG-7300-194,NSG-7300-197,NSG-7300-208,NSG-7300-217"
fische_oder_fischnahrung_einzubringen_gewaesser_zu_duengen_o,2,2,"9.  Fische oder Fischnahrung einzubringen, Gewässer zu düngen o-",NSG-7300-199,§ 4,"NSG-7300-199,NSG-7300-202"
fische_oder_fischnahrung_einzubringen_gewaesser_zu_duengen_oder,1,1,"Fische oder Fischnahrung einzubringen, Gewässer zu düngen oder",NSG-7300-195,§ 4,NSG-7300-195
fische_und_fischfutter_einzubringen_und_ausserhalb,1,1,28.  Fische und Fischfutter einzubringen und außerhalb,NSG-7300-185,§ 4,NSG-7300-185
fischerei_auszuueben,4,4,Fischerei auszuüben.,NSG-7300-042,§ 4 wird wie folgt ergänzt:,"NSG-7300-042,NSG-7300-218,NSG-7300-219,NSG-7300-220"
fischereiaufsicht_und_der_wasserwirtschaftsverwaltung,1,1,Fischereiaufsicht und der Wasserwirtschaftsverwaltung.,NSG-7100-077,§ 6,NSG-7100-077
fischereiausuebung_zugelassenen_umfang_am_pforzer_altrhein,1,1,"Fischereiausübung zugelassenen Umfang, am Pforzer Altrhein",NSG-7300-191,"§ 4 ist nicht anzuwenden auf Maßnahmen oder Handlungen, die er-",NSG-7300-191
fischereibehoerde,1,1,Fischereibehörde.,NSG-7100-093,§ 5,NSG-7100-093
fischereihuetten_und_fischerstege_zu_errichten,1,1,Fischereihütten und Fischerstege zu errichten;,NSG-7300-027,§ 4,NSG-7300-027
fischereiliche_nutzung_ausserhalb_festgelegter_standorte_zu_betreiben,1,1,fischereiliche Nutzung außerhalb festgelegter Standorte zu betreiben,NSG-7100-272,§ 4,NSG-7100-272
fischereiliche_nutzung_auszuueben,1,1,"1.   fischereiliche Nutzung auszuüben,",NSG-7100-299,§ 4,NSG-7100-299
fischereiliche_nutzung_einschliesslich_fischbesatz_auszuueben,1,1,"1.  fischereiliche Nutzung (einschließlich Fischbesatz) auszuüben,",NSG-7100-138,§ 4,NSG-7100-138
fischereiliche_nutzung_zu_betreiben,3,3,"23.fischereiliche Nutzung zu betreiben,",NSG-7100-161,§ 4,"NSG-7100-161,NSG-7100-228,NSG-7100-264"
fischereilichen_massnahmen_in_den_stillgewaessern_bestands,1,1,fischereilichen Maßnahmen in den Stillgewässern (Bestands-,NSG-7300-105,"§ 4 Nrn. 11, 12 und 13;",NSG-7300-105
fischereistege_zu_errichten,1,1,9.  Fischereistege zu errichten;,NSG-7300-104,§ 4,NSG-7300-104
fischereiwirtschaftliche_bodennutzung_im_bisherigen_umfang_und_in_der,1,1,fischereiwirtschaftliche Bodennutzung im bisherigen Umfang und in der,NSG-7100-236,§ 5,NSG-7100-236
fischereiwirtschaftlichen_betriebes_ausgenommen_die_errichtung,1,1,fischereiwirtschaftlichen Betriebes; ausgenommen die Errichtung,NSG-7100-054,"§ 3 ist nicht anzuwenden auf Maßnahmen, die erforderlich sind:",NSG-7100-054
fischerstege_oder_fischerhuetten_zu_errichten,2,2,23.Fischerstege oder Fischerhütten zu errichten;,NSG-7300-020,§ 4,"NSG-7300-020,NSG-7300-025"
fischhege_gemaess_4_1_landesfischereigesetz_in_ein_vernehmlicher,1,1,Fischhege gemäß § 4 (1) Landesfischereigesetz in ein-vernehmlicher,NSG-7300-019,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-019
fischhege_gemaess_4_abs_1_landesfischereigesetz,1,1,Fischhege gemäß § 4 Abs. 1 Landesfischereigesetz;,NSG-7300-184,§ 5,NSG-7300-184
fischteiche_anzulegen,1,1,19.  Fischteiche anzulegen.,NSG-7100-125,§ 4,NSG-7100-125
fl_st_nr_6363,1,1,Fl.St.Nr. 6363.,NSG-7300-113,§ 2,NSG-7300-113
flach_moor_muermes_wird_zum_naturschutzgebiet_bestimmt,1,1,Flach-moor „Mürmes“ wird zum Naturschutzgebiet bestimmt.,NSG-7100-047,§ 1,NSG-7100-047
flachland_maehwiesen_waldmeister_buchenwald_asperulo_fagetum_und,1,1,"Flachland-Mähwiesen, Waldmeister-Buchenwald (Asperulo-Fagetum) und",NSG-7300-224,§ 3 Schutzzweck,NSG-7300-224
flachmoor_und_roehrichtflaechen_sowie_gewaessern,1,1,Flachmoor- und Röhrichtflächen sowie Gewässern,NSG-7300-186,§ 3,NSG-7300-186
flachteichen_zugewandten_uferseite_auszuueben,1,1,Flachteichen zugewandten Uferseite auszuüben.,NSG-7300-079,§ 4,NSG-7300-079
flachwasser,1,1,Flachwasser-,NSG-7100-293,§ 3,NSG-7100-293
flachwasserbereichen_kleinen_inseln_steilufern_rohboden_und,1,1,"Flachwasserbereichen, kleinen Inseln, Steilufern, Rohboden- und",NSG-7300-109,§ 3,NSG-7300-109
flachwasserzonen_als_lebensraum_einer_artenreichen_fauna_und_flora,1,1,"Flachwasserzonen als Lebensraum einer artenreichen Fauna und Flora,",NSG-7100-081,§ 3,NSG-7100-081
flachwasserzonen_als_lebensraum_seltener_in_ihrem_bestande_bedrohter,1,1,Flachwasserzonen  als  Lebensraum  seltener  in  ihrem  Bestande  bedrohter,NSG-7100-107,§ 3,NSG-7100-107
flachwasserzonen_beseitigt,1,1,Flachwasserzonen beseitigt;,NSG-7100-123,§ 6,NSG-7100-123
flachwasserzonen_beseitigt_oder_veraendert,1,1,"Flachwasserzonen, beseitigt oder verändert,",NSG-7100-177,§ 6,NSG-7100-177
flachwasserzonen_sumpfflaechen_und_anschliessenden_feuchten_gruenlandflaechen,2,2,"Flachwasserzonen, Sumpfflächen und anschließenden feuchten Grünlandflächen",NSG-7100-066,§ 3,"NSG-7100-066,NSG-7100-067"
flachwasserzonen_und_seinen_charakteristischen_pflanzen_und_tiergesellschaften,1,1,Flachwasserzonen und seinen charakteristischen Pflanzen- und Tiergesellschaften,NSG-7100-108,§ 3,NSG-7100-108
flachwasserzonen_veraendert,16,16,Flachwasserzonen  verändert;,NSG-7100-119,§ 6,"NSG-7100-119,NSG-7100-135,NSG-7100-145,NSG-7100-146,NSG-7100-155,NSG-7100-182,NSG-7100-183,NSG-7100-184,NSG-7100-185,NSG-7100-209,NSG-7100-214,NSG-7100-224,NSG-7100-232,NSG-7100-236,NSG-7100-237,NSG-7100-245"
flachwasserzonen_veraendert_oder_auf_sonstige_weise,1,1,Flachwasserzonen  verändert  oder  auf  sonstige  Weise,NSG-7100-265,§ 7,NSG-7100-265
flachwasserzonen_veraendert_oder_auf_sonstige_weise_in_den,8,8,Flachwasserzonen verändert oder auf sonstige Weise in den,NSG-7100-256,§ 7,"NSG-7100-256,NSG-7100-269,NSG-7100-293,NSG-7100-295,NSG-7100-297,NSG-7100-298,NSG-7100-304,NSG-7100-307"
flachwasserzonen_zu_beseitigen,1,1,Flachwasserzonen zu beseitigen;,NSG-7100-123,§ 4,NSG-7100-123
flachwasserzonen_zu_beseitigen_oder_steilufer_zu_errichten,3,3,"3.  Flachwasserzonen zu beseitigen oder Steilufer zu errichten,",NSG-7100-042,§ 4,"NSG-7100-042,NSG-7100-141,NSG-7100-176"
flachwasserzonen_zu_veraendern,13,13,Flachwasserzonen zu verändern;,NSG-7100-119,§ 4,"NSG-7100-119,NSG-7100-135,NSG-7100-145,NSG-7100-146,NSG-7100-182,NSG-7100-183,NSG-7100-184,NSG-7100-209,NSG-7100-214,NSG-7100-224,NSG-7100-232,NSG-7100-236,NSG-7100-237"
flaeche,1,1,Fläche.,NSG-7300-082,§ 2,NSG-7300-082
flaeche_1,1,1,Fläche 1:,NSG-7300-070,§ 2,NSG-7300-070
flaeche_2,1,1,Fläche 2:,NSG-7300-070,§ 2,NSG-7300-070
flaeche_errichtet_oder_verlegt,3,3,fläche errichtet oder verlegt;,NSG-7300-043,§ 4 Nr. 3 Leitungen aller Art über oder unter der Erdober-,"NSG-7300-043,NSG-7300-141,NSG-7300-142"
flaeche_hat_auf_anordnung_der_landespflegebehoerde_die_durchfuehrung,1,1,Fläche hat auf Anordnung der Landespflegebehörde die Durchführung,NSG-7100-103,§ 5,NSG-7100-103
flaeche_verboten,1,1,Fläche) verboten:,NSG-7100-165,§ 4,NSG-7100-165
flaeche_zu_erhalten_die_folgendermassen_begrenzt_wird,1,1,"Fläche zu erhalten, die folgendermaßen begrenzt wird:",NSG-7100-061,§ 3,NSG-7100-061
flaechen,1,1,Flächen;,NSG-7300-218,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-218
flaechen_als_lager_abstell_stell_sport_aufenthalts_reit,6,6,"2.  Flächen als Lager-, Abstell-, Stell-, Sport-, Aufenthalts-, Reit-,",NSG-7300-209,§ 4,"NSG-7300-209,NSG-7300-210,NSG-7300-211,NSG-7300-212,NSG-7300-213,NSG-7300-217"
flaechen_als_lager_abstell_stell_sport_spiel_abenteuerspiel,2,2,"Flächen  als  Lager-,  Abstell-,  Stell-,  Sport-,  Spiel-,  Abenteuerspiel-,",NSG-7300-223,§ 4 Schutzbestimmungen,"NSG-7300-223,NSG-7300-224"
flaechen_als_lager_abstell_stell_sport_spiel_aufenthalts,1,1,"2.   Flächen als Lager-, Abstell-, Stell-, Sport-, Spiel-, Aufenthalts-,",NSG-7300-208,§ 4,NSG-7300-208
flaechen_als_lager_abstell_stell_sport_spiel_reit,1,1,"Flächen als Lager-, Abstell-, Stell-, Sport-, Spiel-, Reit-,",NSG-7300-205,§ 4,NSG-7300-205
flaechen_als_standorte_typischer_und_seltener_wildwachsender_pflan,3,3,flächen als Standorte typischer und seltener wildwachsender Pflan-,NSG-7300-124,§ 3,"NSG-7300-124,NSG-7300-134,NSG-7300-136"
flaechen_als_standorte_typischer_und_seltener_wildwachsender_pflanzenar,1,1,flächen als Standorte typischer und seltener wildwachsender Pflanzenar-,NSG-7300-127,§ 3,NSG-7300-127
flaechen_anlegt_oder_unterhaelt,1,1,"flächen anlegt oder unterhält,",NSG-7100-268,§ 7,NSG-7100-268
flaechen_anwendet,1,1,Flächen anwendet;,NSG-7300-088,§ 6,NSG-7300-088
flaechen_auch_ausserhalb_des_vorgenannten_zeitraumes_organischen,2,1,Flächen auch außerhalb des vorgenannten Zeitraumes organischen,NSG-7100-269,§ 4,NSG-7100-269
flaechen_aufzuforsten,33,33,"14.Flächen aufzuforsten,",NSG-7100-088,§ 4,"NSG-7100-088,NSG-7100-114,NSG-7100-119,NSG-7100-123,NSG-7100-135,NSG-7100-177,NSG-7100-179,NSG-7100-181,NSG-7100-182,NSG-7100-183,NSG-7100-184,NSG-7100-185,NSG-7100-202,NSG-7100-206,NSG-7100-209,NSG-7100-212,NSG-7100-214,NSG-7100-216,NSG-7100-224,NSG-7100-233…"
flaechen_aufzuforsten_die_bisher_nicht_mit_wald_bestockt,2,2,"Flächen aufzuforsten, die bisher nicht mit Wald bestockt",NSG-7100-173,§ 4,"NSG-7100-173,NSG-7300-185"
flaechen_aufzuforsten_oder_wald_zu_roden,1,1,14.Flächen aufzuforsten oder Wald zu roden;,NSG-7100-155,§ 4,NSG-7100-155
flaechen_aufzuforsten_oder_weihnachtsbaum_oder_schmuckreisigkulturen,1,1,11.  Flächen aufzuforsten oder Weihnachtsbaum- oder Schmuckreisigkulturen,NSG-7300-219,§ 4 Verbote,NSG-7300-219
flaechen_aufzuforsten_oder_weihnachtsbaumkulturen_anzulegen,1,1,7. Flächen aufzuforsten oder Weihnachtsbaumkulturen anzulegen;,NSG-7300-207,§ 4,NSG-7300-207
flaechen_brachflaechen_unterschiedlichster_aluspraegung_einzel,1,1,"Flächen, Brachflächen unterschiedlichster Alusprägung, Einzel-",NSG-7300-187,§ 3,NSG-7300-187
flaechen_erstaufforstungen_vornimmt,1,1,"Flächen (Erstaufforstungen) vornimmt,",NSG-7100-188,§ 6,NSG-7100-188
flaechen_erstmalig_aufzuforsten,37,37,12.  Flächen erstmalig aufzuforsten;,NSG-7100-104,§ 4,"NSG-7100-104,NSG-7100-105,NSG-7100-106,NSG-7100-113,NSG-7100-115,NSG-7100-130,NSG-7100-131,NSG-7100-133,NSG-7100-134,NSG-7100-137,NSG-7100-143,NSG-7100-150,NSG-7100-151,NSG-7100-159,NSG-7100-160,NSG-7100-165,NSG-7100-166,NSG-7100-167,NSG-7100-178,NSG-7100-180…"
flaechen_erstmalig_aufzuforsten_einschliesslich_der_anlage_von,5,5,10.Flächen erstmalig aufzuforsten einschließlich der Anlage von,NSG-7100-270,§ 4,"NSG-7100-270,NSG-7100-272,NSG-7100-278,NSG-7100-281,NSG-7100-289"
flaechen_erstmalig_aufzuforsten_einschliesslich_der_anlage_von_weih,10,10,"10.  Flächen erstmalig aufzuforsten, einschließlich der Anlage von Weih-",NSG-7100-263,§ 4,"NSG-7100-263,NSG-7100-271,NSG-7100-273,NSG-7100-274,NSG-7100-277,NSG-7100-280,NSG-7100-285,NSG-7100-286,NSG-7100-288,NSG-7100-291"
flaechen_erstmalig_aufzuforsten_oder_den_vorhandenen_kiefernbestand,1,1,14.  Flächen erstmalig aufzuforsten oder den vorhandenen Kiefernbestand,NSG-7100-142,§ 4,NSG-7100-142
flaechen_erstmalige_aufzuforsten,1,1,"10.  Flächen erstmalige aufzuforsten,",NSG-7100-260,§ 4,NSG-7100-260
flaechen_erstmalige_aufzuforsten_einschliesslich_der_anlagen_von,1,1,9.  Flächen erstmalige aufzuforsten einschließlich der Anlagen von,NSG-7100-287,§ 4,NSG-7100-287
flaechen_erstmals_aufzuforsten,3,3,"17.  Flächen erstmals aufzuforsten,",NSG-7100-138,§ 4,"NSG-7100-138,NSG-7100-300,NSG-7300-189"
flaechen_erstmals_aufzuforsten_sowie_weihnachtsbaumkulturen_neu,1,1,30. Flächen  erstmals  aufzuforsten  sowie  Weihnachtsbaumkulturen  neu,NSG-7100-299,§ 4,NSG-7100-299
flaechen_gaertnerisch_oder_zu_freizeitzwecken_zu_nutzen,5,5,17.  Flächen gärtnerisch oder zu Freizeitzwecken zu nutzen;,NSG-7300-209,§ 4,"NSG-7300-209,NSG-7300-210,NSG-7300-211,NSG-7300-212,NSG-7300-213"
flaechen_gaertnerisch_zur_hobbytierhaltung_ausser_pferdehaltung,1,1,"18.  Flächen gärtnerisch, zur Hobbytierhaltung (außer Pferdehaltung",NSG-7300-208,§ 4,NSG-7300-208
flaechen_gaertnerisch_zur_hobbytierhaltung_oder_zu_freizeitzwe,6,6,"21.  Flächen gärtnerisch, zur Hobbytierhaltung oder zu Freizeitzwe-",NSG-7300-199,§ 4,"NSG-7300-199,NSG-7300-200,NSG-7300-206,NSG-7300-214,NSG-7300-216,NSG-7300-217"
flaechen_gaertnerisch_zur_hobbytierhaltung_oder_zu_freizeitzwecken_zu,7,6,"16.  Flächen gärtnerisch, zur Hobbytierhaltung oder zu Freizeitzwecken zu",NSG-7300-215,§ 4,"NSG-7300-215,NSG-7300-218,NSG-7300-219,NSG-7300-220,NSG-7300-224,NSG-7300-225"
flaechen_gaertnerisch_zur_tierhaltung_oder_zu_freizeitzwecken,3,3,"22.  Flächen gärtnerisch, zur Tierhaltung oder zu Freizeitzwecken",NSG-7300-193,§ 4,"NSG-7300-193,NSG-7300-194,NSG-7300-197"
flaechen_gaertnerisch_zur_tierhaltung_oder_zu_freizeitzwecken_zu,4,4,"23.  Flächen gärtnerisch, zur Tierhaltung oder zu Freizeitzwecken zu",NSG-7300-181,§ 4,"NSG-7300-181,NSG-7300-187,NSG-7300-195,NSG-7300-198"
flaechen_haben_auf_anordnung_der_landespflegebehoerde_die_durchfuehrung,1,1,Flächen haben auf Anordnung der Landespflegebehörde die Durchführung,NSG-7100-229,§ 5,NSG-7100-229
flaechen_hat_auf_anordnung_der_landespflegebehoerde_die_durch_fuehrung,2,2,Flächen hat auf Anordnung der Landespflegebehörde die Durch-führung,NSG-7100-189,§ 5,"NSG-7100-189,NSG-7100-213"
flaechen_hat_auf_anordnung_der_landespflegebehoerde_die_durchfuehrung,11,11,Flächen hat auf Anordnung der Landespflegebehörde die Durchführung,NSG-7100-159,§ 5,"NSG-7100-159,NSG-7100-186,NSG-7100-215,NSG-7100-248,NSG-7100-253,NSG-7100-262,NSG-7100-270,NSG-7100-282,NSG-7100-283,NSG-7100-284,NSG-7100-299"
flaechen_im_bereich_der_hanglagen_erstmalig_aufzuforsten,1,1,6.  Flächen im Bereich der Hanglagen erstmalig aufzuforsten.,NSG-7100-229,§ 4,NSG-7100-229
flaechen_im_bereich_der_talsohle_erstmalig_aufzuforsten,1,1,"9.  Flächen im Bereich der Talsohle erstmalig aufzuforsten,",NSG-7100-229,§ 4,NSG-7100-229
flaechen_in_ackerland_umzuwandeln,9,9,"22.  Flächen in Ackerland umzuwandeln,",NSG-7100-130,§ 4,"NSG-7100-130,NSG-7100-131,NSG-7100-133,NSG-7100-134,NSG-7100-137,NSG-7100-143,NSG-7100-150,NSG-7100-151,NSG-7100-242"
flaechen_in_einvernehmlicher_abspra_che_mit_der_landespflegebehoerde_und,1,1,Flächen in einvernehmlicher Abspra-che mit der Landespflegebehörde und,NSG-7300-019,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-019
flaechen_mit_nadelgehoelzen_wiederzubestocken,3,3,"9.  Flächen mit Nadelgehölzen wiederzubestocken,",NSG-7100-279,§ 4,"NSG-7100-279,NSG-7100-280,NSG-7100-281"
flaechen_mit_nadelgehoelzen_wiederzubestocken_oder_mit_nicht,3,3,12.  Flächen mit Nadelgehölzen wiederzubestocken oder mit nicht,NSG-7100-278,§ 4,"NSG-7100-278,NSG-7100-287,NSG-7100-289"
flaechen_mit_nadelgehoelzen_wiederzubestocken_oder_mit_nicht_stand,5,5,11.  Flächen mit Nadelgehölzen wiederzubestocken oder mit nicht stand-,NSG-7100-277,§ 4,"NSG-7100-277,NSG-7100-285,NSG-7100-286,NSG-7100-288,NSG-7100-291"
flaechen_mit_nicht_standortgerechten_baumarten_wiederzubestocken,1,1,"12. Flächen mit nicht standortgerechten Baumarten wiederzubestocken,",NSG-7100-261,§ 4,NSG-7100-261
flaechen_nach_dem_abstimmungstermin_gewaehrleistet_wird,1,1,"Flächen nach dem Abstimmungstermin gewährleistet wird,",NSG-7100-269,§ 8,NSG-7100-269
flaechen_neu_aufzuforsten_oder_weihnachtsbaum_oder,8,8,9.  Flächen neu aufzuforsten oder Weihnachtsbaum- oder,NSG-7300-209,§ 4,"NSG-7300-209,NSG-7300-210,NSG-7300-211,NSG-7300-212,NSG-7300-213,NSG-7300-214,NSG-7300-216,NSG-7300-220"
flaechen_neu_aufzuforsten_oder_weihnachtsbaum_oder_schmuckreisig,1,1,10.  Flächen neu aufzuforsten oder Weihnachtsbaum- oder Schmuckreisig-,NSG-7300-215,§ 4,NSG-7300-215
flaechen_organischen_chemisch_synthetischen_oder_mineralischen_duen,1,1,"Flächen organischen, chemisch-synthetischen oder mineralischen Dün-",NSG-7100-285,§ 7,NSG-7100-285
flaechen_rekultiviert,2,2,"Flächen rekultiviert,",NSG-7100-277,§ 7,"NSG-7100-277,NSG-7100-278"
flaechen_sowie_des_naturnahen_hangwaldes_mit_quellhorizonten_als,1,1,flächen sowie des naturnahen Hangwaldes mit Quellhorizonten als,NSG-7300-104,§ 3,NSG-7300-104
flaechen_sowie_quellfluren_stellen_schutzwuerdige_lebensstaetten_zahl,1,1,flächen sowie Quellfluren stellen schutzwürdige Lebensstätten zahl-,NSG-7300-074,§ 3,NSG-7300-074
flaechen_treten_die_schutzbestimmungen_der_verordnung_erst_mit,1,1,Flächen treten die Schutzbestimmungen der Verordnung erst mit,NSG-7300-224,"§ 4 ist außerdem nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-224
flaechen_ueber_den_bisherigen_umfang_hinaus_aufzuforsten,1,1,"2.  Flächen über den bisherigen Umfang hinaus aufzuforsten,",NSG-7300-088,§ 4,NSG-7300-088
